"renewables.opinion","alloc.fossil","alloc.wind","alloc.solar","alloc.hydro","alloc.nuclear","trump.approval","democrat","republican","libDem","conRep","age","male","white","edu","college","inc","trump.cue","climate.cue","control"
3,20,20,20,20,20,3,0,1,0,1,55,0,0,1,0,"1",0,1,0
4,60,15,6,4,15,3,1,0,0,0,39,1,0,1,0,"3",0,1,0
4,57,9,26,8,0,5,0,1,0,1,37,0,0,3,0,"10",0,1,0
5,5,25,25,25,20,1,1,0,1,0,37,0,0,4,0,"4",0,1,0
5,0,44,20,11,25,1,1,0,1,0,40,1,0,2,0,"2",0,1,0
5,10,20,30,20,20,1,1,0,0,0,33,1,0,5,1,"4",0,1,0
5,45,10,10,10,25,5,0,1,0,1,71,0,1,4,0,"4",0,1,0
5,2,5,60,20,13,1,1,0,1,0,29,0,0,5,1,"3",0,1,0
5,33,23,12,7,25,2,1,0,1,0,35,0,0,6,1,"8",0,1,0
3,21,10,19,20,30,5,0,1,0,1,71,0,1,6,1,"1",0,1,0
4,45,20,20,10,5,1,0,0,0,0,32,1,0,2,0,"6",0,1,0
5,0,10,70,5,15,4,0,0,0,0,73,1,1,8,1,"8",0,1,0
4,30,30,30,5,5,1,1,0,1,0,70,0,1,2,0,"5",0,1,0
5,25,20,33,12,10,1,1,0,1,0,60,0,1,5,1,"3",0,1,0
4,20,5,75,0,0,2,0,1,0,1,73,0,1,5,1,"4",0,1,0
4,5,25,35,20,15,1,1,0,1,0,21,0,0,2,0,"5",0,1,0
5,20,35,20,15,10,2,0,1,0,1,23,1,0,5,1,"4",0,1,0
4,74,15,8,3,0,1,1,0,1,0,38,0,1,2,0,"3",0,1,0
5,10,10,10,60,10,5,0,1,0,1,22,1,0,1,0,"6",0,1,0
4,10,30,20,25,15,2,1,0,0,0,26,1,0,2,0,"1",0,1,0
4,5,65,20,10,0,1,1,0,0,0,61,0,0,3,0,"2",0,1,0
2,50,10,10,10,20,5,0,1,0,1,74,1,1,3,0,"3",0,1,0
5,50,10,10,10,20,5,0,1,0,1,51,1,0,6,1,"4",0,1,0
1,40,15,10,5,30,4,0,1,0,1,77,1,1,2,0,"2",0,1,0
3,28,20,37,5,10,2,1,0,1,0,24,0,0,4,0,"3",0,1,0
4,40,15,20,10,15,4,0,1,0,1,60,1,1,4,0,"2",0,1,0
4,21,39,25,0,15,1,1,0,0,0,55,0,0,6,1,"5",0,1,0
1,48,6,5,7,34,4,0,1,0,1,76,1,1,5,1,"2",0,1,0
1,10,5,10,0,75,2,0,1,0,1,25,1,0,3,0,"2",0,1,0
3,21,22,25,10,22,1,1,0,0,0,20,1,0,2,0,"2",0,1,0
5,5,28,29,28,10,1,1,0,1,0,61,0,1,2,0,"3",0,1,0
5,10,30,30,20,10,1,1,0,1,0,71,0,1,5,1,"1",0,1,0
5,0,50,50,0,0,1,1,0,1,0,48,0,0,5,1,"8",0,1,0
5,10,35,15,15,25,2,0,1,0,1,68,0,1,2,0,"6",0,1,0
5,20,30,30,10,10,1,1,0,1,0,60,0,1,4,0,"5",0,1,0
5,0,40,30,20,10,1,0,0,0,0,46,1,0,4,0,"2",0,1,0
5,5,30,40,20,5,1,1,0,1,0,31,1,0,4,0,"4",0,1,0
4,5,25,40,25,5,1,1,0,1,0,52,0,0,2,0,"10",0,1,0
4,5,25,30,30,10,1,1,0,1,0,39,0,0,2,0,"1",0,1,0
4,10,30,30,20,10,3,1,0,0,0,61,0,1,2,0,"1",0,1,0
5,10,25,40,15,10,3,0,1,0,0,48,0,0,6,1,"11",0,1,0
4,5,5,5,5,80,2,0,1,0,1,70,1,1,7,1,"9",0,1,0
4,20,20,20,20,20,1,1,0,1,0,29,1,0,5,1,"3",0,1,0
5,0,26,23,51,0,1,1,0,1,0,38,1,0,1,0,"1",0,1,0
4,25,50,25,0,0,2,0,0,0,0,31,0,0,5,1,"5",0,1,0
3,40,10,23,20,7,1,0,0,0,0,34,1,0,1,0,"3",0,1,0
4,38,16,12,11,23,3,1,0,1,0,33,1,0,1,0,"6",0,1,0
5,0,60,40,0,0,1,1,0,1,0,26,0,0,5,1,"4",0,1,0
3,25,25,20,10,20,1,1,0,1,0,21,0,0,4,0,"2",0,1,0
2,80,0,0,0,20,5,0,1,0,1,62,0,1,4,0,"2",0,1,0
4,7,28,37,20,8,3,0,0,0,0,38,0,0,5,1,"6",0,1,0
4,10,30,30,22,8,1,1,0,1,0,39,0,0,1,0,"2",0,1,0
5,35,10,35,10,10,5,0,1,0,1,36,1,0,5,1,"4",0,1,0
3,10,20,10,20,40,1,1,0,1,0,47,0,0,2,0,"3",0,1,0
4,10,35,35,20,0,2,0,0,0,0,55,0,0,5,1,"11",0,1,0
5,40,40,20,0,0,1,1,0,1,0,67,0,1,4,0,"3",0,1,0
4,20,30,25,10,15,1,1,0,1,0,27,0,0,6,1,"5",0,1,0
4,30,30,40,0,0,1,1,0,0,0,53,0,0,6,1,"5",0,1,0
5,25,24,19,14,18,4,0,1,0,1,69,1,1,2,0,"2",0,1,0
5,0,33,33,34,0,1,1,0,1,0,30,0,0,5,1,"1",0,1,0
4,0,50,15,15,20,1,0,0,0,0,23,0,0,2,0,"8",0,1,0
5,0,50,40,10,0,1,1,0,1,0,74,0,1,5,1,"1",0,1,0
4,20,25,20,20,15,4,0,1,0,1,64,0,1,5,1,"7",0,1,0
5,0,30,30,30,10,1,1,0,1,0,67,0,1,5,1,"2",0,1,0
5,7,38,40,12,3,1,1,0,1,0,61,1,0,5,1,"7",0,1,0
2,43,37,20,0,0,1,0,0,0,0,24,0,0,4,0,"2",0,1,0
4,18,8,13,12,49,2,0,1,0,1,38,0,1,4,0,"4",0,1,0
3,12,22,24,8,34,2,0,1,0,1,34,1,0,2,0,"4",0,1,0
3,30,10,10,40,10,2,0,1,0,1,20,1,0,2,0,"6",0,1,0
5,0,40,60,0,0,1,1,0,1,0,62,0,1,6,1,"6",0,1,0
5,10,20,60,10,0,1,0,0,0,0,30,0,0,5,1,"4",0,1,0
5,5,25,35,10,25,1,1,0,1,0,45,1,0,4,0,"5",0,1,0
4,0,35,35,30,0,1,1,0,1,0,32,1,0,5,1,"4",0,1,0
5,10,25,25,20,20,1,1,0,1,0,42,1,0,5,1,"8",0,1,0
4,20,20,13,23,24,1,0,1,0,0,30,0,0,4,0,"6",0,1,0
3,52,7,7,11,23,4,0,1,0,1,37,1,0,1,0,"5",0,1,0
4,19,18,41,17,5,1,1,0,1,0,52,0,0,5,1,"8",0,1,0
5,35,20,20,5,20,1,1,0,1,0,70,1,1,5,1,"11",0,1,0
5,17,77,6,0,0,1,1,0,1,0,66,0,0,5,1,"3",0,1,0
5,15,25,20,10,30,1,1,0,0,0,50,1,0,4,0,"1",0,1,0
4,30,22,24,11,13,4,0,1,0,1,27,0,0,1,0,"3",0,1,0
5,5,25,30,25,15,1,1,0,1,0,32,1,0,5,1,"10",0,1,0
4,30,20,20,10,20,3,0,1,0,1,34,0,1,4,0,"7",0,1,0
1,58,5,7,5,25,5,0,1,0,1,72,1,0,4,0,"1",0,1,0
5,7,30,24,20,19,1,1,0,1,0,28,0,0,5,1,"1",0,1,0
4,25,10,15,35,15,2,0,1,0,1,72,0,1,6,1,"3",0,1,0
4,25,5,50,5,15,1,1,0,1,0,39,0,0,5,1,"4",0,1,0
5,31,27,24,2,16,1,1,0,0,0,22,0,0,1,0,"3",0,1,0
4,20,30,25,0,25,1,0,0,0,0,63,1,1,5,1,"3",0,1,0
4,40,5,40,13,2,4,0,1,0,1,45,0,0,5,1,"11",0,1,0
4,35,15,25,15,10,3,1,0,0,0,56,0,0,5,1,"4",0,1,0
5,0,40,25,25,10,1,1,0,1,0,64,0,1,2,0,"2",0,1,0
3,47,20,15,18,0,3,1,0,0,0,23,0,1,5,1,"5",0,1,0
5,0,30,30,20,20,1,1,0,1,0,74,0,1,1,0,"3",0,1,0
4,10,31,14,23,22,1,1,0,1,0,63,1,1,7,1,"5",0,1,0
5,5,25,20,25,25,1,1,0,1,0,62,0,1,5,1,"5",0,1,0
5,20,10,40,10,20,4,0,1,0,1,38,0,0,5,1,"10",0,1,0
5,10,30,30,10,20,2,1,0,1,0,36,0,0,5,1,"11",0,1,0
4,20,15,30,20,15,1,1,0,1,0,36,1,0,4,0,"1",0,1,0
5,0,20,50,20,10,1,1,0,1,0,66,1,1,2,0,"8",0,1,0
2,95,5,0,0,0,1,0,1,0,1,60,0,1,5,1,"2",0,1,0
4,6,30,30,29,5,1,1,0,1,0,31,0,0,4,0,"4",0,1,0
5,10,10,65,10,5,1,1,0,1,0,53,0,1,3,0,"2",0,1,0
5,50,15,0,10,25,2,1,0,0,0,53,0,0,6,1,"9",0,1,0
5,0,35,60,5,0,1,1,0,1,0,43,0,0,5,1,"8",0,1,0
5,0,25,25,25,25,1,1,0,1,0,72,1,1,5,1,"7",0,1,0
5,10,20,50,10,10,4,0,1,0,1,42,0,0,6,1,"10",0,1,0
5,10,25,30,20,15,1,1,0,1,0,26,0,0,5,1,"4",0,1,0
4,5,20,30,20,25,4,0,1,0,1,38,0,0,5,1,"3",0,1,0
3,38,5,25,10,22,3,0,0,0,0,48,1,0,1,0,"1",0,1,0
4,50,20,10,20,0,1,1,0,1,0,36,0,1,5,1,"11",0,1,0
5,53,15,10,6,16,1,1,0,1,0,36,0,0,4,0,"2",0,1,0
3,0,30,40,30,0,4,0,1,0,0,76,0,1,4,0,"5",0,1,0
1,70,0,10,0,20,4,0,1,0,1,77,1,1,5,1,"2",0,1,0
5,5,31,34,28,2,1,0,1,0,1,46,1,0,5,1,"3",0,1,0
5,0,25,35,25,15,1,1,0,1,0,69,0,1,5,1,"7",0,1,0
4,10,30,30,20,10,2,1,0,1,0,34,1,0,5,1,"5",0,1,0
5,20,20,10,10,40,1,1,0,1,0,27,1,0,2,0,"1",0,1,0
4,10,35,40,5,10,2,0,0,0,0,22,1,0,5,1,"9",0,1,0
5,10,25,50,10,5,1,1,0,1,0,42,0,0,5,1,"2",0,1,0
1,0,30,50,10,10,1,1,0,1,0,20,0,0,2,0,"2",0,1,0
5,0,45,45,10,0,1,1,0,1,0,61,0,1,6,1,"6",0,1,0
5,38,20,14,10,18,1,1,0,1,0,42,1,0,1,0,"4",0,1,0
5,5,40,40,10,5,1,1,0,1,0,28,0,0,1,0,"2",0,1,0
4,65,0,10,0,25,4,0,1,0,1,74,0,1,4,0,"3",0,1,0
5,32,11,12,19,26,1,1,0,1,0,24,0,0,2,0,"11",0,1,0
4,27,16,20,15,22,1,1,0,1,0,32,1,0,4,0,"4",0,1,0
4,8,15,51,22,4,1,1,0,1,0,64,0,1,1,0,"4",0,1,0
4,15,26,38,12,9,1,1,0,0,0,40,1,0,5,1,"3",0,1,0
4,5,20,50,20,5,1,1,0,1,0,67,1,0,5,1,"5",0,1,0
4,10,14,11,26,39,3,0,0,0,0,25,1,0,5,1,"11",0,1,0
5,0,25,30,25,20,1,1,0,1,0,37,1,0,5,1,"8",0,1,0
1,86,1,1,0,12,5,0,0,0,0,55,1,0,5,1,"5",0,1,0
3,15,15,30,25,15,1,1,0,1,0,61,0,0,1,0,"4",0,1,0
5,1,8,80,9,2,1,1,0,1,0,66,1,1,1,0,"2",0,1,0
5,13,25,26,20,16,1,1,0,1,0,46,1,0,2,0,"2",0,1,0
4,20,30,30,10,10,4,0,1,0,1,57,0,0,5,1,"6",0,1,0
5,0,25,25,25,25,1,0,0,0,0,46,1,0,6,1,"5",0,1,0
5,20,30,50,0,0,1,1,0,1,0,78,1,1,2,0,"3",0,1,0
4,10,30,31,13,16,1,1,0,1,0,60,0,1,2,0,"8",0,1,0
5,0,10,65,15,10,1,1,0,1,0,21,0,0,5,1,"5",0,1,0
4,5,20,50,15,10,1,1,0,1,0,71,0,0,1,0,"2",0,1,0
5,10,15,15,20,40,2,1,0,1,0,47,1,0,4,0,"1",0,1,0
5,5,25,35,25,10,1,1,0,1,0,67,0,1,1,0,"2",0,1,0
5,20,40,40,0,0,1,1,0,1,0,24,0,0,2,0,"3",0,1,0
5,23,6,22,22,27,2,0,0,0,0,69,0,1,2,0,"2",0,1,0
3,25,25,25,25,0,3,0,0,0,0,25,1,1,1,0,"3",0,1,0
5,4,10,55,12,19,1,1,0,1,0,49,1,0,5,1,"7",0,1,0
5,10,35,40,15,0,1,1,0,1,0,48,1,0,5,1,"3",0,1,0
3,20,10,20,30,20,1,1,0,1,0,58,0,0,4,0,"2",0,1,0
5,6,25,26,14,29,1,1,0,1,0,26,0,0,2,0,"2",0,1,0
4,20,23,19,16,22,2,0,0,0,0,29,1,0,5,1,"6",0,1,0
5,5,30,30,5,30,1,1,0,1,0,31,1,0,5,1,"6",0,1,0
2,60,10,10,10,10,5,0,1,0,1,82,0,1,1,0,"2",0,1,0
2,20,10,10,0,60,1,0,0,0,0,45,1,1,5,1,"3",0,1,0
5,5,30,15,30,20,1,1,0,1,0,34,0,0,5,1,"1",0,1,0
4,39,2,2,17,40,4,0,0,0,0,64,0,1,5,1,"7",0,1,0
5,0,30,30,30,10,1,1,0,1,0,25,0,0,6,1,"6",0,1,0
5,25,10,25,30,10,2,0,1,0,1,65,1,1,5,1,"3",0,1,0
5,25,20,20,20,15,1,1,0,1,0,37,0,0,6,1,"6",0,1,0
4,5,35,25,13,22,4,0,1,0,1,37,1,0,5,1,"7",0,1,0
5,10,20,30,10,30,1,1,0,1,0,29,1,0,2,0,"2",0,1,0
5,5,35,35,20,5,1,1,0,1,0,61,0,1,5,1,"1",0,1,0
4,10,19,20,20,31,2,0,0,0,0,70,1,1,1,0,"1",0,1,0
5,10,30,30,30,0,3,0,1,0,0,42,0,0,5,1,"3",0,1,0
4,40,20,30,5,5,5,0,1,0,1,60,1,1,6,1,"8",0,1,0
4,25,25,25,25,0,1,0,0,0,0,59,1,0,4,0,"2",0,1,0
5,17,20,35,24,4,1,1,0,1,0,30,0,0,5,1,"5",0,1,0
5,20,15,20,25,20,1,1,0,1,0,69,1,1,6,1,"6",0,1,0
4,28,20,33,9,10,1,1,0,0,0,66,1,1,5,1,"1",0,1,0
5,15,20,30,15,20,1,1,0,1,0,66,1,1,5,1,"9",0,1,0
5,20,10,20,40,10,1,1,0,1,0,73,0,1,5,1,"5",0,1,0
5,10,5,50,20,15,4,0,1,0,1,60,1,0,5,1,"6",0,1,0
5,45,20,20,10,5,1,1,0,0,0,70,0,1,6,1,"6",0,1,0
5,25,25,26,19,5,1,1,0,1,0,28,0,0,5,1,"3",0,1,0
4,53,10,7,5,25,4,0,1,0,1,62,0,1,1,0,"2",0,1,0
4,35,20,10,10,25,3,0,1,0,1,46,0,0,5,1,"4",0,1,0
4,16,21,38,20,5,1,1,0,1,0,31,0,0,1,0,"2",0,1,0
5,3,28,37,10,22,1,1,0,1,0,33,0,0,6,1,"11",0,1,0
5,24,13,25,13,25,1,0,0,0,0,30,1,0,2,0,"5",0,1,0
4,30,30,20,10,10,1,1,0,1,0,41,0,0,1,0,"1",0,1,0
4,12,25,25,25,13,2,1,0,1,0,71,0,1,5,1,"2",0,1,0
5,15,30,20,15,20,1,1,0,1,0,68,1,1,5,1,"2",0,1,0
4,10,75,10,5,0,1,1,0,1,0,82,0,0,6,1,"3",0,1,0
5,50,46,4,0,0,1,1,0,1,0,64,0,0,4,0,"5",0,1,0
5,0,32,34,14,20,1,1,0,1,0,42,1,0,5,1,"3",0,1,0
1,19,2,2,2,75,4,0,1,0,1,71,0,1,3,0,"2",0,1,0
3,0,25,25,25,25,1,1,0,1,0,21,0,0,2,0,"5",0,1,0
3,25,25,25,25,0,5,0,1,0,1,64,0,1,2,0,"1",0,1,0
5,0,40,40,10,10,1,1,0,1,0,66,1,1,5,1,"5",0,1,0
4,40,10,10,20,20,2,1,0,1,0,62,0,0,6,1,"2",0,1,0
2,26,25,25,20,4,2,1,0,1,0,32,1,0,2,0,"3",0,1,0
5,0,40,45,5,10,1,1,0,1,0,46,0,0,2,0,"5",0,1,0
3,10,20,25,25,20,1,1,0,1,0,26,0,0,1,0,"3",0,1,0
3,20,20,20,20,20,1,1,0,1,0,30,0,0,5,1,"3",0,1,0
4,45,20,15,10,10,1,0,1,0,1,33,0,0,2,0,"4",0,1,0
5,0,15,30,15,40,1,1,0,1,0,32,1,0,5,1,"4",0,1,0
1,20,0,20,0,60,4,0,1,0,1,38,1,0,2,0,"5",0,1,0
5,5,20,20,50,5,1,0,1,0,1,60,1,1,5,1,"11",0,1,0
4,40,15,15,20,10,1,0,0,0,0,40,1,0,4,0,"4",0,1,0
4,20,25,20,10,25,2,0,1,0,0,28,1,0,5,1,"7",0,1,0
4,20,20,20,20,20,4,0,1,0,1,38,0,0,4,0,"3",0,1,0
4,20,30,30,10,10,1,1,0,1,0,35,0,0,5,1,"11",0,1,0
5,40,19,20,14,7,1,1,0,1,0,31,0,0,5,1,"6",0,1,0
5,0,30,30,30,10,1,1,0,1,0,60,0,1,5,1,"5",0,1,0
5,40,20,20,10,10,1,1,0,1,0,69,0,1,2,0,"4",0,1,0
5,10,30,30,30,0,1,1,0,1,0,60,0,1,6,1,"3",0,1,0
4,35,15,10,15,25,4,0,0,0,0,53,1,0,5,1,"11",0,1,0
4,10,40,20,20,10,1,1,0,0,0,49,0,0,4,0,"2",0,1,0
5,5,25,25,30,15,1,0,0,0,0,33,0,1,2,0,"1",0,1,0
5,10,20,40,10,20,1,1,0,0,0,72,1,0,2,0,"2",0,1,0
3,65,0,0,0,35,3,0,1,0,1,20,0,0,2,0,"3",0,1,0
2,30,0,10,20,40,4,0,1,0,0,33,0,0,5,1,"4",0,1,0
5,0,15,50,20,15,1,1,0,1,0,75,0,1,5,1,"3",0,1,0
5,10,52,28,5,5,1,1,0,1,0,36,0,0,5,1,"1",0,1,0
4,0,54,24,22,0,1,1,0,1,0,25,0,0,2,0,"7",0,1,0
5,5,20,40,15,20,1,1,0,1,0,36,1,0,2,0,"3",0,1,0
5,15,20,25,20,20,1,1,0,1,0,73,1,1,6,1,"6",0,1,0
4,35,13,22,15,15,2,0,1,0,1,39,1,0,5,1,"4",0,1,0
5,10,25,30,15,20,1,1,0,1,0,36,1,0,4,0,"3",0,1,0
5,25,20,25,10,20,2,0,0,0,0,36,1,0,1,0,"3",0,1,0
5,17,32,25,19,7,1,1,0,1,0,60,0,1,6,1,"7",0,1,0
5,0,37,53,10,0,1,1,0,1,0,38,0,0,5,1,"2",0,1,0
5,0,30,30,30,10,1,1,0,1,0,33,1,0,3,0,"5",0,1,0
4,20,25,40,10,5,1,1,0,1,0,61,1,0,5,1,"2",0,1,0
2,15,60,25,0,0,3,0,0,0,0,40,0,0,3,0,"1",0,1,0
4,27,26,17,15,15,1,1,0,1,0,20,0,0,2,0,"1",0,1,0
4,10,30,30,20,10,1,1,0,1,0,41,1,0,4,0,"11",0,1,0
5,8,20,30,10,32,2,0,1,0,1,20,1,0,2,0,"11",0,1,0
4,25,25,25,10,15,1,1,0,1,0,39,0,0,5,1,"3",0,1,0
4,16,29,25,10,20,1,1,0,0,0,31,1,0,5,1,"6",0,1,0
4,22,19,16,19,24,4,0,1,0,0,29,1,0,2,0,"4",0,1,0
3,41,38,6,15,0,3,0,1,0,1,41,1,0,2,0,"2",0,1,0
1,45,0,1,4,50,4,0,0,0,0,63,1,0,5,1,"1",0,1,0
3,14,27,16,30,13,3,0,1,0,1,40,0,0,5,1,"3",0,1,0
5,20,20,15,10,35,4,0,1,0,1,29,1,0,4,0,"8",0,1,0
5,0,43,31,26,0,1,1,0,1,0,40,0,0,3,0,"1",0,1,0
5,18,40,7,10,25,1,1,0,1,0,72,0,0,2,0,"2",0,1,0
4,15,20,50,15,0,3,0,1,0,1,33,0,0,4,0,"4",0,1,0
4,50,50,0,0,0,4,1,0,0,0,32,0,0,1,0,"2",0,1,0
4,30,20,25,20,5,1,1,0,1,0,27,0,0,5,1,"6",0,1,0
5,30,25,25,15,5,1,1,0,0,0,33,1,0,5,1,"2",0,1,0
5,20,20,20,20,20,5,0,1,0,1,50,0,1,8,1,"10",0,1,0
5,25,25,25,20,5,2,0,0,0,0,34,1,0,2,0,"3",0,1,0
3,16,18,4,32,30,4,1,0,1,0,41,0,0,3,0,"3",0,1,0
1,40,2,2,12,44,1,0,0,0,0,64,0,1,2,0,"2",0,1,0
4,10,5,5,30,50,2,0,0,0,0,66,1,1,5,1,"2",0,1,0
5,20,15,10,35,20,5,0,1,0,1,40,0,0,5,1,"6",0,1,0
1,25,50,15,5,5,1,1,0,1,0,81,0,0,4,0,"10",0,1,0
5,10,30,30,20,10,1,1,0,1,0,64,0,1,7,1,"2",0,1,0
5,0,40,25,5,30,1,1,0,1,0,44,1,1,4,0,"3",0,1,0
4,30,25,25,15,5,2,0,0,0,0,36,0,0,3,0,"6",0,1,0
5,10,25,30,15,20,1,1,0,1,0,45,1,0,5,1,"4",0,1,0
5,10,30,30,30,0,1,1,0,1,0,39,0,0,1,0,"1",0,1,0
4,15,35,20,15,15,1,0,0,0,0,60,1,1,5,1,"7",0,1,0
5,20,15,30,15,20,1,1,0,1,0,36,1,0,5,1,"3",0,1,0
5,0,10,60,30,0,1,1,0,1,0,50,0,0,5,1,"4",0,1,0
5,30,18,15,15,22,1,1,0,1,0,78,0,1,6,1,"2",0,1,0
3,50,10,20,20,0,1,0,1,0,1,66,1,1,8,1,"9",0,1,0
4,45,25,20,10,0,1,0,0,0,0,32,0,0,2,0,"6",0,1,0
5,24,18,19,13,26,1,1,0,1,0,51,1,0,5,1,"2",0,1,0
5,10,25,40,15,10,1,1,0,1,0,34,1,0,5,1,"5",0,1,0
5,5,25,25,25,20,1,1,0,1,0,71,0,1,6,1,"2",0,1,0
4,14,28,23,0,35,4,0,1,0,1,27,0,0,5,1,"5",0,1,0
4,29,39,32,0,0,1,1,0,0,0,35,0,0,5,1,"11",0,1,0
5,0,50,50,0,0,1,1,0,0,0,34,0,0,2,0,"6",0,1,0
5,64,7,9,8,12,1,1,0,1,0,22,0,0,4,0,"7",0,1,0
4,37,15,14,14,20,2,1,0,0,0,39,1,0,5,1,"2",0,1,0
5,13,23,24,7,33,4,0,1,0,1,71,1,1,6,1,"4",0,1,0
5,25,27,24,7,17,1,1,0,1,0,47,0,0,5,1,"2",0,1,0
5,5,25,20,20,30,1,1,0,1,0,22,0,0,3,0,"6",0,1,0
4,5,20,23,23,29,2,0,0,0,0,34,1,0,2,0,"3",0,1,0
5,6,30,33,20,11,1,0,0,0,0,71,1,1,5,1,"6",0,1,0
3,15,39,9,33,4,3,0,1,0,1,73,1,1,5,1,"4",0,1,0
5,5,20,25,25,25,1,1,0,1,0,61,0,1,4,0,"2",0,1,0
5,10,30,30,30,0,1,1,0,1,0,77,1,1,6,1,"11",0,1,0
4,50,20,10,5,15,3,0,1,0,1,51,1,0,5,1,"2",0,1,0
4,9,32,29,21,9,2,0,1,0,1,44,1,0,2,0,"3",0,1,0
5,15,30,25,20,10,4,0,1,0,1,60,0,1,5,1,"4",0,1,0
5,20,30,30,20,0,1,1,0,1,0,70,1,1,5,1,"7",0,1,0
5,35,15,15,15,20,1,1,0,1,0,21,1,0,2,0,"2",0,1,0
5,5,15,35,30,15,1,1,0,1,0,37,1,0,2,0,"1",0,1,0
5,20,25,35,10,10,2,1,0,1,0,33,0,0,5,1,"3",0,1,0
5,45,10,20,5,20,1,1,0,1,0,42,0,0,6,1,"7",0,1,0
3,33,6,0,42,19,1,0,1,0,1,36,0,0,5,1,"6",0,1,0
5,10,30,30,30,0,1,0,0,0,0,62,0,1,6,1,"2",0,1,0
4,35,12,11,9,33,3,0,0,0,0,41,1,0,6,1,"2",0,1,0
4,23,32,22,23,0,4,0,1,0,1,43,1,0,5,1,"3",0,1,0
5,0,25,25,10,40,1,1,0,1,0,24,0,0,5,1,"5",0,1,0
5,20,20,20,20,20,1,0,0,0,0,65,0,1,4,0,"3",0,1,0
5,20,40,35,5,0,1,1,0,1,0,32,0,0,2,0,"5",0,1,0
4,25,25,25,25,0,2,1,0,0,0,72,0,1,1,0,"3",0,1,0
5,0,35,50,15,0,1,1,0,1,0,32,0,0,5,1,"3",0,1,0
1,100,0,0,0,0,1,0,1,0,1,30,1,0,1,0,"3",0,1,0
4,30,20,20,10,20,1,1,0,1,0,26,0,0,5,1,"8",0,1,0
4,10,20,10,30,30,2,1,0,1,0,18,1,0,2,0,"2",0,1,0
5,60,10,9,6,15,4,0,1,0,1,24,0,0,5,1,"5",0,1,0
3,25,5,3,15,52,1,1,0,0,0,44,0,0,5,1,"3",0,1,0
4,0,40,40,20,0,1,1,0,1,0,50,0,0,8,1,"5",0,1,0
5,0,25,50,15,10,1,1,0,1,0,23,0,0,4,0,"9",0,1,0
4,40,15,23,10,12,3,0,0,0,0,22,0,0,2,0,"3",0,1,0
4,5,20,40,30,5,2,1,0,0,0,30,0,0,2,0,"3",0,1,0
4,16,32,38,5,9,4,0,1,0,1,61,0,1,5,1,"8",0,1,0
4,13,19,26,26,16,4,0,1,0,1,55,1,0,5,1,"3",0,1,0
4,5,30,40,20,5,2,0,0,0,0,26,0,0,1,0,"2",0,1,0
5,0,80,10,10,0,1,1,0,1,0,50,0,0,4,0,"3",0,1,0
4,5,50,30,15,0,1,1,0,1,0,35,0,0,5,1,"11",0,1,0
3,25,25,0,25,25,1,1,0,0,0,32,0,0,6,1,"5",0,1,0
5,0,38,38,16,8,1,0,1,0,0,64,0,1,1,0,"1",0,1,0
5,0,20,80,0,0,1,0,0,0,0,28,0,0,5,1,"6",0,1,0
4,50,5,25,5,15,4,0,1,0,1,28,1,1,2,0,"5",0,1,0
5,0,10,10,0,80,1,1,0,1,0,20,0,0,2,0,"4",0,1,0
5,10,35,30,25,0,1,1,0,1,0,70,0,1,5,1,"6",0,1,0
2,0,0,0,0,100,4,0,1,0,1,66,1,1,4,0,"3",0,1,0
5,20,25,15,7,33,1,1,0,1,0,73,1,1,5,1,"3",0,1,0
5,0,20,60,15,5,1,1,0,1,0,37,0,0,6,1,"7",0,1,0
4,25,20,15,10,30,1,1,0,1,0,19,0,0,2,0,"5",0,1,0
5,5,30,30,30,5,1,1,0,1,0,40,0,0,6,1,"3",0,1,0
5,20,20,20,15,25,1,1,0,1,0,32,0,0,5,1,"4",0,1,0
4,60,15,10,5,10,3,0,1,0,1,23,1,0,5,1,"6",0,1,0
4,38,31,23,7,1,1,0,1,0,1,48,1,0,5,1,"4",0,1,0
4,34,17,28,10,11,4,0,0,0,0,59,1,0,2,0,"3",0,1,0
5,25,24,30,11,10,1,1,0,1,0,31,0,0,4,0,"5",0,1,0
3,35,20,40,5,0,1,1,0,0,0,50,0,0,6,1,"2",0,1,0
4,55,10,10,10,15,1,1,0,1,0,44,0,0,6,1,"7",0,1,0
5,12,21,42,15,10,1,1,0,1,0,71,1,1,7,1,"3",0,1,0
5,0,50,20,20,10,1,1,0,1,0,18,0,0,2,0,"4",0,1,0
5,2,45,30,10,13,1,1,0,1,0,55,1,0,5,1,"10",0,1,0
4,35,20,15,20,10,3,1,0,0,0,23,0,0,6,1,"4",0,1,0
5,38,20,14,10,18,2,0,1,0,1,41,1,0,1,0,"2",0,1,0
5,0,5,10,5,80,1,1,0,1,0,31,1,0,5,1,"2",0,1,0
5,10,25,30,20,15,1,1,0,1,0,33,0,0,5,1,"3",0,1,0
5,20,20,35,10,15,1,1,0,1,0,56,0,0,7,1,"10",0,1,0
4,10,20,20,20,30,1,1,0,1,0,21,1,0,2,0,"8",0,1,0
4,19,29,26,23,3,3,0,1,0,1,70,0,1,3,0,"1",0,1,0
4,20,20,25,10,25,1,1,0,0,0,75,1,1,5,1,"3",0,1,0
5,4,30,28,20,18,1,1,0,1,0,33,1,0,5,1,"4",0,1,0
5,9,37,24,9,21,1,0,0,0,0,39,0,0,5,1,"7",0,1,0
5,30,20,20,15,15,1,0,1,0,1,37,1,0,5,1,"2",0,1,0
